"fiscal_year","agency_name","title_description","work_location_borough","pay_basis","regular_hours","regular_gross_paid","ot_hours","total_ot_paid","total_other_pay"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","885.50","0","129.58","-863.02"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","44","934.00","0","0.00","-849.80"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","787.11","0","263.59","-815.64"
"2024","NYC HOUSING AUTHORITY","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549","QUEENS","per Annum","0","1858.33","0","0.00","-797.41"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","749.23","0","195.49","-784.75"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","MANHATTAN","per Annum","560","21245.46","52","2023.69","-783.39"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","RICHMOND","per Annum","0","1282.49","0","12.23","-771.68"
"2024","NYC HOUSING AUTHORITY","BRICKLAYER","BROOKLYN","per Day","0","1643.03","0","210.31","-762.64"
"2024","NYC HOUSING AUTHORITY","ACCOUNTANT","MANHATTAN","per Annum","0","1041.08","0","0.00","-755.37"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","590.06","0","182.94","-723.25"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","0","1103.40","0","126.49","-713.99"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","1642.27","59806.03","322.5","14667.33","-694.49"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","993.75","20054.88","166.75","5017.48","-694.10"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1857.15","43575.05","164.25","6638.15","-690.12"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2024.00","59259.12","282.5","13048.08","-681.24"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","594.91","0","138.51","-676.74"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","1081.50","18382.35","94.5","3744.88","-674.95"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BROOKLYN","Prorated Annual","114","3359.22","0","0.00","-655.93"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","0","1868.31","0","83.37","-655.85"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1840.00","47090.35","219","8856.65","-636.66"
"2024","NYC HOUSING AUTHORITY","COMMUNITY ASSOCIATE","MANHATTAN","per Annum","0","880.07","0","0.00","-631.11"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","0","736.29","0","164.27","-583.15"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","1070.65","0","106.70","-572.34"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","2184.85","0","594.29","-563.44"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BROOKLYN","Prorated Annual","60","1749.79","0","0.00","-558.45"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BROOKLYN","per Annum","0","681.14","0","0.00","-555.93"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","MANHATTAN","per Annum","1820.00","76027.36","0","0.00","-529.26"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","1950.85","75775.76","569","34400.77","-524.35"
"2024","NYC HOUSING AUTHORITY","AGENCY ATTORNEY","MANHATTAN","per Annum","0","1743.52","0","0.00","-517.89"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","1089.08","0","133.36","-495.73"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","0","383.09","0","246.90","-492.42"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","516.29","0","136.83","-481.91"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","QUEENS","per Annum","0","581.08","0","0.00","-477.75"
"2024","NYC HOUSING AUTHORITY","COMMUNITY COORDINATOR","BROOKLYN","per Annum","0","1140.44","0","0.00","-477.26"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1353.25","30428.64","174","7178.94","-475.07"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","0","520.18","0","23.62","-468.57"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","920.04","0","83.16","-462.65"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","480","5473.48","56.25","1856.35","-454.82"
"2024","NYC HOUSING AUTHORITY","COMMUNITY SERVICE AIDE","QUEENS","Prorated Annual","0","1450.58","0","590.83","-451.21"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BROOKLYN","per Annum","0","464.05","0","0.00","-449.88"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","0","623.55","0","243.01","-448.46"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","0","533.92","0","81.14","-444.79"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","5.5","1322.69","0","329.32","-429.91"
"2024","NYC HOUSING AUTHORITY","CARPENTER","QUEENS","per Day","1820.00","106980.03","169.25","13045.34","-427.34"
"2024","NYC HOUSING AUTHORITY","COMMUNITY SERVICE AIDE","QUEENS","Prorated Annual","0","714.26","0","0.00","-425.26"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","0","1471.39","0","412.99","-421.24"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","1000.86","0","167.72","-419.54"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1880.00","41058.78","420.75","14840.57","-416.62"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","MANHATTAN","Prorated Annual","0","658.51","0","0.00","-416.16"
"2024","NYC HOUSING AUTHORITY","COMMUNITY COORDINATOR","BROOKLYN","per Annum","0","2905.27","0","0.00","-414.46"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","0","521.74","0","144.03","-408.95"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","0","1172.31","0","214.46","-405.94"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","507.67","0","51.87","-399.53"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","80","2445.95","28.75","861.12","-388.37"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","634","11292.80","0","0.00","-387.19"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1573.75","43589.41","50","2200.72","-381.50"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","852.10","0","174.20","-381.49"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","0","712.34","0","180.34","-376.10"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","148.57","2333.64","0","43.67","-370.43"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","0","343.95","0","84.86","-370.19"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","QUEENS","per Annum","0","409.81","0","0.00","-368.36"
"2024","NYC HOUSING AUTHORITY","RESIDENT BUILDING SUPERINTENDENT","QUEENS","per Annum","0","1197.48","0","0.00","-364.23"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","1184.70","0","375.74","-360.16"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BRONX","per Annum","0","426.81","0","0.00","-356.73"
"2024","NYC HOUSING AUTHORITY","HOUSING EXTERMINATOR","BROOKLYN","per Annum","0","1410.97","0","56.13","-351.54"
"2024","NYC HOUSING AUTHORITY","PLASTERER","QUEENS","per Day","1905.50","115873.84","5.5","1809.83","-347.88"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","MANHATTAN","Prorated Annual","0","651.72","0","0.00","-346.55"
"2024","NYC HOUSING AUTHORITY","CARPENTER","MANHATTAN","per Day","0","1760.95","0","130.31","-344.54"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","630.90","0","0.00","-340.69"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","0","798.99","0","200.99","-335.37"
"2024","NYC HOUSING AUTHORITY","COMMUNITY SERVICE AIDE","QUEENS","per Annum","1820.00","40829.86","0","0.00","-330.63"
"2024","NYC HOUSING AUTHORITY","WELDER","QUEENS","per Day","2080.00","142480.00","254","25173.82","-330.00"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","388.68","0","0.00","-302.52"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","709.03","0","126.76","-284.36"
"2024","NYC HOUSING AUTHORITY","HOUSING EXTERMINATOR","QUEENS","per Annum","185.5","7969.18","0","8.26","-278.28"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","674.97","0","325.49","-277.43"
"2024","NYC HOUSING AUTHORITY","HOUSING EXTERMINATOR","QUEENS","per Annum","0","546.54","0","0.00","-275.09"
"2024","NYC HOUSING AUTHORITY","SECRETARY","MANHATTAN","per Annum","0","1079.55","0","0.00","-272.92"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BROOKLYN","per Annum","0","293.32","0","0.00","-266.31"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BROOKLYN","per Annum","72","797.27","0","0.00","-257.75"
"2024","NYC HOUSING AUTHORITY","EMERGENCY SERVICE AIDE","MANHATTAN","per Annum","0","682.10","0","5.32","-257.55"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","QUEENS","per Annum","0","1847.98","0","0.00","-252.24"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","0","381.86","0","87.97","-251.89"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BROOKLYN","per Annum","0","307.54","0","0.00","-251.29"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","640.92","0","176.64","-249.95"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","0","359.88","0","90.66","-249.89"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","0","653.74","0","96.15","-249.39"
"2024","NYC HOUSING AUTHORITY","COMMUNITY COORDINATOR","MANHATTAN","per Annum","0","1473.78","0","0.00","-248.37"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","0","583.21","0","60.41","-248.33"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BROOKLYN","per Annum","0","1367.08","0","0.00","-247.93"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","0","889.84","0","0.00","-242.34"
"2024","NYC HOUSING AUTHORITY","MOTOR VEHICLE OPERATOR","MANHATTAN","per Annum","0","1103.51","0","22.73","-241.70"
"2024","NYC HOUSING AUTHORITY","COMMUNITY SERVICE AIDE","QUEENS","Prorated Annual","0","993.45","0","14.34","-239.95"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","QUEENS","Prorated Annual","690","12243.45","0","0.00","-239.81"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","2078.77","0","279.50","-235.13"
"2024","NYC HOUSING AUTHORITY","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549","QUEENS","per Annum","0","913.78","0","0.00","-234.48"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","0","917.93","0","216.09","-232.88"
"2024","NYC HOUSING AUTHORITY","DIRECTOR OF RESEARCH & POLICY DEVELOPMENT","MANHATTAN","per Annum","1820.00","182697.56","0","0.00","-229.63"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","349.88","0","82.96","-222.88"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","630.37","0","192.90","-214.89"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","MANHATTAN","per Annum","0","366.64","0","0.00","-211.33"
"2024","NYC HOUSING AUTHORITY","SECRETARY","QUEENS","per Annum","0","1277.12","0","24.56","-211.20"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BRONX","Prorated Annual","90","2141.86","0","155.54","-201.04"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","BRONX","per Day","0","458.15","0","148.15","-196.61"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","203.32","0","64.02","-194.74"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","525.54","0","14.44","-185.13"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","546.71","0","120.29","-176.87"
"2024","NYC HOUSING AUTHORITY","COMMUNITY ASSOCIATE","MANHATTAN","per Annum","0","392.66","0","0.00","-174.25"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","432.17","0","133.06","-173.68"
"2024","NYC HOUSING AUTHORITY","PLUMBER","QUEENS","per Day","0","2234.52","0","198.97","-170.58"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","530.60","0","93.44","-166.45"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","QUEENS","per Annum","0","437.77","0","0.00","-159.28"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","QUEENS","per Annum","0","441.54","0","0.00","-159.28"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","0","1252.37","0","49.10","-155.25"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","QUEENS","per Annum","0","427.62","0","0.00","-154.64"
"2024","NYC HOUSING AUTHORITY","CARETAKER","RICHMOND","per Annum","0","168.39","0","9.08","-153.86"
"2024","NYC HOUSING AUTHORITY","CITY SECURITY AIDE","MANHATTAN","Prorated Annual","0","256.59","0","0.00","-143.31"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","40","1247.65","0","0.00","-142.46"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","-220.09","0","642.72","-137.70"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","QUEENS","per Annum","0","428.49","0","0.00","-135.31"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","1064.50","36617.71","7","2154.60","-130.24"
"2024","NYC HOUSING AUTHORITY","COMMUNITY ASSOCIATE","MANHATTAN","per Annum","1022.75","23795.32","0","0.00","-129.93"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","0","207.64","0","0.00","-128.81"
"2024","NYC HOUSING AUTHORITY","QUALITY ASSURANCE SPECIALIST","MANHATTAN","per Annum","0","789.63","0","0.00","-126.42"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","BROOKLYN","per Annum","0","2084.73","0","355.29","-124.35"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","349.38","0","37.29","-121.00"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BROOKLYN","per Annum","0","523.65","0","0.00","-109.32"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","MANHATTAN","per Annum","0","394.57","0","0.00","-106.31"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","0","-94.27","0","353.85","-100.34"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","461.02","0","124.45","-95.15"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","QUEENS","per Annum","14","1413.45","0","3.57","-93.91"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BROOKLYN","Prorated Annual","30","689.44","0","0.00","-93.77"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","376.56","0","32.52","-87.94"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BRONX","per Annum","0","201.32","0","0.00","-86.99"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","0","310.17","0","26.18","-86.26"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","556.99","0","126.54","-86.11"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","1019.37","0","308.97","-82.88"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","304.32","0","33.14","-80.26"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","MANHATTAN","Prorated Annual","0","660.70","0","0.00","-78.67"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","QUEENS","per Annum","0","932.27","0","0.00","-77.32"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","0","289.35","0","46.49","-72.46"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","334.07","0","72.94","-71.62"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","0","1001.43","0","219.46","-70.83"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","BROOKLYN","per Annum","0","891.51","0","210.13","-67.18"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BROOKLYN","per Annum","0","288.10","0","0.00","-65.72"
"2024","NYC HOUSING AUTHORITY","COMMUNITY SERVICE AIDE","QUEENS","Prorated Annual","1256.00","23533.97","0","0.00","-57.83"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BROOKLYN","per Annum","0","359.93","0","0.00","-55.16"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE STAFF ANALYST","MANHATTAN","per Annum","1820.00","120961.03","0","0.00","-52.44"
"2024","NYC HOUSING AUTHORITY","CITY SERVICE AIDE","MANHATTAN","Prorated Annual","24","485.73","0","0.00","-51.75"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","0","1457.28","0","210.92","-50.60"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","MANHATTAN","per Annum","0","112.04","0","0.00","-48.33"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","-32.35","8","477.62","-47.00"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST","QUEENS","per Annum","1820.00","116304.49","0","0.00","-42.36"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BRONX","Prorated Annual","302.57","5224.23","0","0.00","-39.71"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","760.64","0","193.50","-37.26"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","269.03","0","47.43","-36.42"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","BROOKLYN","per Annum","0","2626.37","0","974.55","-36.05"
"2024","NYC HOUSING AUTHORITY","SECRETARY","MANHATTAN","per Annum","0","1395.80","0","0.00","-35.90"
"2024","NYC HOUSING AUTHORITY","COMMUNITY SERVICE AIDE","QUEENS","per Annum","0","165.39","0","0.82","-35.58"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BRONX","per Annum","0","171.06","0","0.00","-30.15"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","320.25","7088.60","18.75","1103.36","-28.75"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","0","903.14","0","74.16","-28.55"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BROOKLYN","per Annum","0","552.50","0","0.00","-28.48"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","-560","-4796.80","0","0.00","-26.60"
"2024","NYC HOUSING AUTHORITY","COMMUNITY COORDINATOR","QUEENS","per Annum","1820.00","66580.56","497.5","22574.73","-24.75"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","571.5","7415.83","80.25","2447.57","-21.20"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BRONX","Prorated Annual","860.5","14110.25","0","0.00","-19.43"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","QUEENS","per Annum","0","143.36","0","0.00","-19.33"
"2024","NYC HOUSING AUTHORITY","CITY SECURITY AIDE","MANHATTAN","Prorated Annual","1040.00","21923.31","0","0.00","-17.24"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","BROOKLYN","per Annum","0","107.40","0","0.00","-9.67"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","447.5","7989.17","5.5","138.12","-8.76"
"2024","NYC HOUSING AUTHORITY","COMMUNITY COORDINATOR","QUEENS","per Annum","1820.00","67030.14","30.25","1175.03","-8.75"
"2024","NYC HOUSING AUTHORITY","CITY SEASONAL AIDE","MANHATTAN","per Annum","0","51.05","0","0.00","-8.68"
"2024","NYC HOUSING AUTHORITY","COLLEGE AIDE","MANHATTAN","per Annum","140","2722.12","1","16.98","-8.48"
"2024","NYC HOUSING AUTHORITY","ECONOMIST","MANHATTAN","per Annum","1820.00","75195.69","20","805.74","-8.25"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","128","2743.34","0","236.48","-7.74"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","155.93","0","22.61","-7.35"
"2024","NYC HOUSING AUTHORITY","BRICKLAYER","BROOKLYN","per Day","35","4539.81","0","1355.39","-7.33"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","0","23.75","0","0.00","-6.64"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","-14.83","-2240.74","0","0.00","-6.51"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","1992.00","60802.88","248.5","11645.10","-6.04"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","0","69.78","0","19.19","-3.00"
"2024","NYC HOUSING AUTHORITY","CITY SECURITY AIDE","MANHATTAN","Prorated Annual","520","9073.40","0","0.00","-2.88"
"2024","NYC HOUSING AUTHORITY","CITY SECURITY AIDE","MANHATTAN","Prorated Annual","520","9343.01","0","0.00","-2.87"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","0","3.79","0","0.00","-1.09"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","40","1579.49","0","0.00","-0.51"
"2024","NYC HOUSING AUTHORITY","CITY SECURITY AIDE","MANHATTAN","Prorated Annual","520","10779.82","0","0.00","-0.01"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","-160","-1109.89","-0.5","-11.84","0.00"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","-240","-1421.89","0","0.00","0.00"
"2024","NYC HOUSING AUTHORITY","SECRETARY","QUEENS","per Annum","-35","-769.00","0","0.00","0.00"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","-40","-631.92","0","0.00","0.00"
